"","MolecularWeight","XLogP","HydrogenBondDonorCount","HydrogenBondAcceptorCount","PolarSurfaceArea","FormalCharge","NumRings","RotatableBondCount","Refractivity","XLogP","Ro5","Ghose","Veber","Blood","Skin","Brain","Testis","AdiposeTissue","Muscle","Nerve","BloodVessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","AdrenalGland","Colon","Prostate","Spleen","Liver","FallopianTube","Ovary","Breast","Bladder","CervixUteri","SmallIntestine","SalivaryGland","lossFreq","maxBtwn","maxDegree","nTargets","wQED","response"
"Auranofin",678.132666497,-1.0203,0,5,114.43,0,1,14,114.885,0.151,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.428571428571429,95833.6260270242,414,2,0.841,0
"Hydrochlorothiazide",296.964474846,-0.575617776333333,3,5,118.36,0,2,1,63.1096,2.24,0,1,1,10,10,10,10,10,10,1.17972058057785,10,5.15844440460205,10,10,10,10,6.35488772392273,10,10,10,10,4.10955309867859,10,4.9628357887268,5.65174126625061,10,10,1.59474754333496,10,10,10,5.44103860855103,10,0.558823529411765,27332.2638012188,26,7,0.335,0
"Salbutamol",239.152143543,0.34441615099949,4,4,72.72,0,1,5,67.8709,2.15,0,0,1,2.3621232509613,5.37609219551086,2.66193819046021,0.497891709208488,10,2.87335348129272,3.39462804794312,1.30953574180603,9.2832317352295,10,4.53918027877808,0.481972917914391,1.2767823934555,0.250214859843254,1.98963850736618,0.385957449674606,8.28708910942077,2.47661280632019,0.441770941019058,1.40235507488251,4.42011737823487,6.51806712150574,2.61873698234558,2.31984293460846,0.295605152845383,10,2.25121188163757,3.50074148178101,2.7354109287262,5.83173942565918,0.457627118644068,89139.8620532447,74,2,0.399,0
"Levobupivacaine",288.220163528,4.51551888433333,1,2,32.34,0,2,5,90.1933,0.0977,0,0,0,0,0,0,0.190577067434788,0,0,0,0.00781925674527884,0.0464892722666264,0,0,0,0,0,0,0,0,0,0,0,0,0.00720545346848667,0,0,0,0,0,0.00981784239411354,0,0,0.544354838709677,311.923861315267,4,1,0.099,0
"Cromoglicic acid",468.069261354,1.4770117,3,11,165.89,0,4,8,114.1067,0.0358,1,0,1,10,3.88359797000885,4.8018102645874,1.26278251409531,0.911383152008057,3.61162710189819,0.864860445261001,10,0.252829074859619,7.12801933288574,10,0.472078084945678,0.394821718335152,2.02270805835724,10,0.50670450925827,10,10,0.599827229976654,6.71116042137146,10,10,1.27329379320144,8.93274545669553,1.3273184299469,1.90413802862167,10,7.85428810119629,1.39181590080261,4.25572347640991,0.333333333333333,22538.9137687686,16,2,0.702,1
"Tioconazole",385.981416859,5.29876160866667,0,2,27.05,0,3,6,94.5285,0.0165,1,0,0,0.592459738254547,5.38156294822693,3.49453711509705,10,2.52930951118469,0.880995094776154,3.20188283920289,2.605717420578,1.52649509906769,4.70002794265747,2.73247170448303,2.23088055849075,2.41715633869171,1.86804527044296,2.00730282068253,2.84478712081909,4.76804399490356,4.13119173049927,10,5.50933313369751,1.57937490940094,1.06742495298386,3.11025011539459,2.43326187133789,4.8680853843689,2.56862330436706,3.2659969329834,3.69102954864502,2.71111154556274,4.16486167907715,0.383333333333333,0,0,1,0.395,0
"Ketoprofen",254.094294314,3.613333421,1,3,54.37,0,2,4,72.5156,0.0213,0,0,1,10,10,0.820853233337402,0.489034011960029,2.72289562225342,0.307841688394547,1.50513464212418,2.68502235412598,1.62564778327942,7.62326622009277,10,0.899970710277556,1.94542753696442,3.13609921932221,1.95850628614425,0.63782674074173,6.83462476730347,10,1.07871985435485,10,6.8059606552124,10,0.648787885904313,7.06550884246827,0.7822744846344,2.16210901737213,10,3.34028601646423,10,1.79864501953125,0.536912751677852,13232.7449429355,32,2,0.435,0
"Edrophonium",166.123189139,-1.91380732780508,1,1,20.23,1,1,2,62.4088,0.0486,0,1,0,0.732271254062653,1.06814074516296,10,3.6162074804306,0.614776730537415,7.81992101669312,0.389408782124519,0.333128482103348,0.735573649406433,3.62605237960815,5.88380718231201,1.86537915468216,0.766010880470276,5.35457396507263,6.59900760650634,1.13494598865509,1.76438909769058,0.504009544849396,0.686827510595321,4.31208348274231,4.21928811073303,2.05280709266663,10,10,2.20132446289062,1.12423181533813,1.97034335136414,6.33323574066162,4.15642833709717,3.47396659851074,0.565445026178011,51784.0228675716,20,2,0.473,1
"Metyrapone",226.11061308,2.02888888066667,0,3,42.85,0,2,3,65.9444,0.427,0,0,1,0.010813107714057,0.0386843644082547,0,3.17611944675446,0,0,0,0.101972222328186,0,0.00420236494392157,0.189584836363792,0.174867153167725,0,0.159789085388183,0.202084019780159,0.209102392196655,0.210912458598614,0.233414620161057,10,0.178278446197509,0.176502600312233,0.291206881403923,0.229155853390694,0.158259242773056,0.203638076782227,0.113406915217638,0.269025266170502,0.317366242408752,0.0793244019150734,0.0542128719389439,0.477664399092971,0,2,1,0.248,0
"Cinacalcet",357.170434324,6.273197896,1,1,12.03,0,3,7,100.1173,5.59e-05,1,1,0,0.00944880489259958,0,0,0.254111006855964,0,0,0,0,0,0,0,3.52582585811615,0,0.0493150353431702,0,3.85345196723938,0.00608469452708959,0.0358674339950085,0.0125794894993305,0.0450535342097283,0.0101978173479438,0.0605923682451248,0.0579501036554575,0.0048385881818831,0.138265386223793,0,0.0575243979692459,0.00770141184329987,0.0483115203678608,0,0.389105058365759,3163.87932939555,20,1,0.455,0
"Clobetasol propionate",466.192230046,4.177822793,1,4,80.67,0,4,5,119.3223,0.00413,0,0,1,6.51916551589966,9.52912759780884,5.49671363830566,4.09500026702881,10,10,10,9.42045974731445,4.36838817596436,9.54195880889893,6.61841154098511,2.70279932022095,8.64496231079102,8.87772512435913,6.92344951629638,2.97645568847656,7.94568109512329,4.70953559875488,3.02599465847015,3.70062863826751,6.54469776153564,5.59508466720581,4.75985527038574,6.58644819259644,5.09590721130371,10,6.73441171646118,7.2821159362793,5.53861808776855,5.74537658691406,0.350282485875706,256392.74781158,268,1,0.503,0
"Glyburide",493.143819418,3.791110048,3,5,113.6,0,3,7,126.9801,0.00206,0,1,1,1.42764329910278,8.30577659606934,7.46793508529663,2.85244941711426,10,10,10,4.59399175643921,5.40308856964111,7.71457290649414,4.52104949951172,10,4.7976086139679,10,6.80212759971618,10,5.18814849853516,7.15323257446289,10,10,3.23596775531769,5.25602555274964,10,8.15478372573853,5.64748191833496,10,10,5.67336368560791,5.7189359664917,9.82974529266357,0.513761467889908,162414.150368804,80,8,0.456,0
"Bethanechol",161.129002798,-4.13811426147175,1,1,52.32,1,0,4,54.441,0.311,0,1,1,0,0.0116274976171553,0.202412649989128,0.230370156466961,0,0,0,0,6.764817237854,0.491422206163406,0.476170390844345,0,0.00381752906832844,0.0139564047567546,0.0478941611945629,0.00646660989150405,0.0818163864314556,0.276749968528748,0.0137659907341003,3.63066029548645,0.0340790692716837,0.00480282958596944,0.130754955112935,0.167142754420638,0.0205432046204805,0.00456131459213793,4.94029569625854,0.171207889914513,0.103687450289726,0.0053982101380825,0.202127659574468,10900.3791572507,22,1,0.555,0
"Isosorbide Mononitrate",191.042987025,-0.481660149,1,6,93.74,0,2,2,38.0774,57,0,1,1,0,0.340523213148117,0.924752175807953,0.674377113580704,1.36859929561615,0.420980185270309,0.654563486576081,0.288242518901825,0.585315108299255,1.79038619995117,0.191736847162247,0.352593690156937,0.660855501890182,0.216382212936878,4.03439009189606,0.657609164714813,1.05501091480255,0.112443372607231,0.700791507959366,0.0939735732972622,0.680852770805358,0.8235504925251,0.143449433147907,2.98273557424546,0.312212944030762,0.783522605895996,0.301907986402512,3.33884048461914,0.14227357506752,0.265525192022324,0.309941520467836,1151.26256787474,16,1,0.544,0
"Trichlormethiazide",378.90218026,0.973349458666666,3,5,118.36,0,2,2,77.4351,0.415,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.547368421052632,55774.7557586301,602,2,0.435,0
"Phylloquinone",450.349780716,9.69644580833333,0,2,34.14,0,2,14,142.9568,5.92e-05,1,1,1,1.5878449678421,5.00974345207215,3.46550631523132,3.78810095787048,4.94317102432251,3.20865654945374,4.78545737266541,3.78304600715637,3.19600629806519,7.56362199783325,4.05931901931763,6.35668230056763,7.20887446403504,5.47280168533325,5.46514439582825,5.75604295730591,5.30247592926025,4.90628480911255,6.41630411148071,4.07433247566223,5.63680267333985,4.07951498031616,10,5.31618094444275,5.2024564743042,5.41155362129212,5.57269525527954,6.24820041656494,4.26502990722656,6.12804126739502,0.484848484848485,35083.9077434236,20,2,0.734,1
"Mycophenolic acid",320.125988372,3.52759744766667,2,5,93.06,0,2,6,85.2334,0.0355,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.608247422680412,2430.00491712929,16,2,0.371,0
"Methoxyflurane",163.960726574,2.30587823933333,0,1,9.23,0,0,2,27.975,6.46,0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.52991452991453,22183.9651602871,96,2,0.435,0
"Probenecid",285.103478791,2.44287232433333,1,4,74.68,0,1,6,73.8107,0.425,0,0,1,1.27727365493774,10,2.69521284103394,7.7756199836731,5.09301519393921,6.4123010635376,5.98463726043701,6.8815279006958,4.05178117752075,6.75375318527222,4.10085964202881,10,4.9283185005188,4.21028089523315,5.02267718315125,2.39082765579224,4.96368956565857,3.90759038925171,4.45818209648133,3.98816359043121,3.85625839233399,2.91444540023803,3.89022076129914,4.91871929168701,3.88832831382751,4.32694673538208,5.10527420043945,4.47301054000854,4.16469573974609,4.82957792282104,0.486725663716814,22304,6,4,0.141,0
"Mercaptopurine",152.015666838,-0.121789191,2,3,53.07,0,2,0,43.6027,0.735,0,1,1,7.13308620452881,10,10,10,8.65479183197021,6.30263948440552,8.70026922225953,9.21063423156738,8.25497150421143,9.50516986846924,8.21532821655273,10,10,10,8.45261287689209,10,8.80356693267823,10,10,8.61202812194825,9.58230972290039,10,6.92188000679016,10,10,9.89842557907104,8.36067771911621,9.99187088012695,9.31331729888916,10,0.333333333333333,415.746170092716,12,1,0.559,0
"Cerulenin",223.120843415,1.49969111633333,1,3,72.69,0,1,7,62.5427,1.6,0,0,1,2.30048274993896,10,10,10,10,6.06669330596924,10,10,5.06832504272461,10,10,10,10,10,10,8.17146968841553,10,10,10,10,10,9.46336889266968,10,10,10,10,10,10,10,10,0.374176548089592,153015.949081441,1746,1,0.477,0
"Procainamide",235.168462309,0.950896653666666,2,3,58.36,0,1,6,72.2498,3.02,0,0,1,4.22853755950928,9.8295874595642,5.70717811584473,10,8.2219295501709,2.43631863594055,10,6.1017656326294,10,10,7.34139251708984,4.48928213119507,8.73712110519409,10,10,3.06132411956787,9.82686758041382,7.116370677948,6.53763937950134,8.30033159255981,8.90024852752686,10,3.78045332431793,10,8.31501197814941,10,9.23106479644775,10,10,7.80882453918457,0.452054794520548,48415.7150995721,264,2,0.267,1
"Fenofibrate",360.112836867,5.277762736,0,3,52.6,0,2,7,97.1298,0.000707,1,0,1,0.453843057155609,2.90733253955841,2.25674343109131,0.817080169916153,3.39918303489685,6.44805479049683,3.69217038154602,3.58430957794189,6.13969087600708,2.23619222640991,2.97292828559875,9.67506456375122,3.39461028575897,2.02046245336533,2.48254811763764,2.22076177597046,2.62727189064026,3.55706191062927,4.2283935546875,6.13378691673278,3.08452367782593,2.22724330425262,10,3.34765839576721,4.56221389770508,2.67018771171569,4.56261491775513,2.92067337036133,5.34411573410034,2.80072093009949,0.459677419354839,52797.2904090132,80,1,0.477,0
"Rifampicin",822.40512334,2.7698967809531,6,14,220.15,0,5,5,225.5828,0.0413,1,1,1,0.0236189682036638,0.0157208405435086,0.0699593648314476,0.193559147417545,0.0235412772744894,0,0.062067111954093,0.0209496095776558,0.0261726453900337,0.0464337766170502,0.0195816587656736,0.0836074464023114,0.0747317560017109,0.169299677014351,0.0284114200621843,0.0885303765535355,0.0269024828448892,0.0583072751760483,0.205532401800156,10,0.046103548258543,0.18482131510973,10,0.039477470330894,0.0772283971309662,0.0365408416837454,0.0355646386742592,0.0184458326548338,10,0.0147323589771986,0.410852713178295,2279.21419615028,28,2,0.435,0
"Ergoloid mesylate",631.267584003,2.17148625305837,3,6,118.21,0,7,3,143.661,0.0567,1,1,1,0.236110284924507,10,10,5.8181402683258,10,2.284672498703,10,10,7.61603116989136,10,8.16961765289307,10,10,10,10,10,10,4.64861345291138,10,10,10,10,10,10,10,10,10,10,10,10,0.557692307692308,47272.597854723,40,2,0.435,0
"Ibuprofen",206.13067982,3.84355819933333,1,2,37.3,0,1,4,60.7319,0.0684,0,0,0,8.52305889129639,10,5.76992654800415,9.26405954360962,10,4.41322326660156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2.55235719680786,10,10,10,10,10,10,9.82974529266357,0.523809523809524,243334.273788185,208,8,0.182,0
"Nitrendipine",360.132136382,2.17230223633333,1,5,110.45,0,2,7,96.9133,0.0142,0,0,1,0.253944575786591,2.796133518219,6.07165622711182,10,6.30563879013062,10,4.07545113563537,10,9.25574493408203,10,10,5.09697437286377,7.47110748291015,10,10,2.01929044723511,10,5.51220703125,10,10,10,2.221275806427,3.20178377628327,10,10,3.96972644329071,10,10,5.61421775817871,3.11185359954834,0.543539325842697,40315.9422967518,104,8,0.544,0
"Mimosine",198.064056818,-2.95920006923116,3,6,103.86,0,1,3,48.6582,13.1,0,1,1,2.59337878227234,10,3.28968572616577,10,10,4.81226110458374,10,10,10,10,10,10,10,10,5.74898719787597,10,10,10,10,10,10,10,10,10,7.86553955078125,10,9.34372520446777,7.80631065368652,10,10,0.557377049180328,65722.0238873227,54,3,0.502,0
"Tocainide",192.126263144,1.88243336166667,2,2,55.12,0,1,2,58.857,1.6,0,0,1,0.0717140138149261,0.0642195306718349,0.189979568123817,0.349734991788864,0.129683196544647,0.322331607341766,0.889758646488189,0.365260571241379,10,0.0826916694641113,0.0979459956288338,0.0476283449679613,0.199620462954045,0.198032155632973,0.440079852938652,0.0273365266621113,0.750107228755951,0.113658778369427,0.0436107460409403,0.151147492229939,0.437374666333198,0.0682832784950733,0.0062813141848892,0.150463946163654,0.633529126644135,0.248194314539432,0.649750292301178,1.06742656230927,0.1705681681633,0.102510146796703,0.452054794520548,8902.61659339364,28,1,0.282,0
"Echothiophate",256.113625809,-3.05005522280508,0,1,35.53,1,0,8,78.138,0.297,0,1,0,0.010091096162796,1.06814074516296,2.4741895198822,0.911933928728103,0.614776730537415,0.208384901285172,0.389408782124519,0.333128482103348,0.735573649406433,3.62605237960815,5.88380718231201,0.371955737471581,0.658590734004975,0.399170368909835,6.59900760650634,0.193198204040527,1.76438909769058,0.452172249555588,0.686827510595321,4.31208348274231,0.398547530174255,1.58902990818024,10,10,0.165741965174675,1.12423181533813,1.97034335136414,6.33323574066162,1.89317297935486,0.207075193524361,0.565445026178011,0,2,1,0.64,1
"Norfloxacin",319.133219662,-0.920489565287873,2,6,72.88,0,3,3,85.4768,1.01,0,1,1,0.832667291164398,2.898108959198,0.0519454516470432,10,0.338461637496948,0.0452685952186584,0.232902429997921,0.205790728330612,0.157298818230629,1.15861546993256,0.82545918226242,0.281202554702758,0.299000293016433,0.0676195286214352,0.170647189021111,0.104524187743664,3.18607914447785,0.887116849422455,0.894613415002823,4.51282739639282,0.34113697707653,2.29606485366821,0.154950223863125,0.16980380564928,0.122039489448071,0.389409646391868,0.346370905637741,0.123274765908718,4.3239803314209,1.42528057098389,0.386986301369863,13574.6091645362,80,1,0.203,1
"Acetophenazine",411.198047877,2.64562065166667,1,5,47.02,0,4,7,121.6967,0.0601,0,0,1,0.00785051845014095,0.067573931068182,1.91126656532288,0.774569302797317,0.143048092722893,0.120648145675659,1.24304395914078,0.139792263507843,0.0174489971250296,0.293754935264587,0.107775330543518,0.0505903251469136,0.11531138420105,10,0.304680526256561,0.0430054441094398,0.258125238120556,0.0784101635217667,0.166386596858501,0.101115141063928,0.539827048778534,0.0605549179017544,0.101497262716293,0.249922402203083,0.0762749090790749,0.688240379095078,0.529358446598053,0.212513506412506,0.17832139134407,6.04128122329712,0.394230769230769,47272.597854723,40,2,0.528,0
"Isoprenaline",211.120843415,0.240205682147812,4,4,72.72,0,1,4,58.3977,5.86,0,0,1,10,10,10,10,10,10,10,10,10,10,10,7.8431031703949,10,9.13478565216064,10,6.76212358474731,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.525252525252525,1095794.03777499,792,2,0.435,0
"Glipizide",445.178375067,1.426612278,3,6,130.15,0,3,6,115.6178,0.0164,0,0,1,0.854906141757965,4.44256591796875,7.46793508529663,3.31889891624451,10,1.05971097946167,6.17432045936584,1.88643550872803,3.37892389297485,7.83619976043701,1.74451410770416,4.52354693412781,7.77050137519837,10,3.20663619041443,6.53410720825195,3.55522406101226,6.3813910484314,1.50120013952256,10,2.50508797168732,5.54591131210328,2.25715863704681,3.09982061386108,6.8836874961853,10,10,4.94568681716919,4.52101135253906,2.26056289672852,0.459276018099547,75952.2562377524,146,2,0.378,0
"Promethazine",284.13471934,4.28757085166667,0,2,6.48,0,3,3,88.5049,0.0245,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.495495495495495,1274114.41087933,614,10,0.455,0
"Dihydrotachysterol",398.354866094,7.39820400533333,1,1,20.23,0,3,5,129.1122,0.000125,1,1,0,3.48122644424438,10,0.0774976164102554,0.713119477033615,1.62424397468567,0.764312326908112,0.465412274003029,1.39982414245605,0.182741925120354,5.04859447479248,1.16461515426636,5.92004323005676,1.49754327535629,9.87478351593015,0.566891998052597,0.690557420253754,4.94007158279419,1.01386106014252,5.8015444278717,10,1.42997956275939,1.72587114572525,0.245761267840862,0.818111687898636,0.2685606777668,4.1944682598114,2.80787110328674,2.52430939674377,10,5.01123476028442,0.451327433628319,44680.9782300356,150,1,0.533,0
"Mequitazine",322.150369404,4.19480112066667,0,2,6.48,0,5,2,99.0543,0.00401,0,0,0,0.0157156065106392,3.65049242973328,0.821691572666168,0.468008607625962,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,0.277704060077667,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,0.22136789560318,1.70613306760788,0.12506876885891,2.75089883804321,0.407100766897202,0.269276529550552,2.13817012310028,1.1683464050293,0.453772112727165,0.050176028162241,2.2411761879921,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,0.826448142528534,0.392156862745098,0,0,1,0.511,0
"Perhexiline",277.276950125,5.53130854833333,1,1,12.03,0,3,4,87.2286,2.72e-05,1,0,0,5.34308052062988,8.12028074264527,5.32103872299194,10,10,5.71580362319946,10,10,8.23991775512695,10,10,10,9.90453290939331,9.30506277084351,10,6.66566610336304,10,10,10,10,9.38900756835938,10,10,10,10,10,10,10,10,10,0.542857142857143,3404.66795433307,410,2,0.435,0
"Diphenhydramine",255.162314299,3.651907262,0,2,12.47,0,2,6,79.927,0.0752,0,0,0,0.0157156065106392,3.65049242973328,0.821691572666168,0.468008607625962,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,0.277704060077667,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,0.22136789560318,1.70613306760788,0.12506876885891,2.75089883804321,0.407100766897202,0.269276529550552,2.13817012310028,1.1683464050293,0.453772112727165,0.050176028162241,2.2411761879921,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,0.826448142528534,0.392156862745098,0,0,1,0.216,0
