,X,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,XLogP.1,Ro5,Ghose,Veber,Blood,Skin,Brain,Testis,AdiposeTissue,Muscle,Nerve,BloodVessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,Vagina,Stomach,AdrenalGland,Colon,Prostate,Spleen,Liver,FallopianTube,Ovary,Breast,Bladder,CervixUteri,SmallIntestine,SalivaryGland,lossFreq,maxBtwn,maxDegree,nTargets,wQED,response,PC1,PC2,PC3
167,Metixene,309.1551204,5.064776443,0,1,3.24,0,4,2,97.1684,0.000102,1,0,0,0.06177549064,0.5615472198,8.412851334,5.980387688,0.09359034896,0.02041804418,0.1625107229,0.08125651628,6.764817238,1.19683969,0.4761703908,0.1321847029,0.1621374115,1.146733701,0.1095090806,0.4938296974,0.08181638643,0.5134895444,0.06438895129,3.630660295,10,4.869907141,0.1307549551,0.1671427544,0.2251442671,0.6901051402,4.940295696,0.1712078899,2.165588617,4.811089993,0.3666666667,23664.94249,22,5,0.293,0,-3.482170856,-1.301696614,-1.041963137
168,Cetirizine,388.1553704,0.8598093028,1,5,53.01,0,3,8,106.8665,0.0658,0,0,1,0.01571560651,3.65049243,0.8216915727,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,1.168346405,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.8264481425,0.3921568627,0,0,1,0.295,0,-4.043357353,0.7822611733,0.6602646833
169,Diltiazem,414.161328,2.727251884,0,4,59.08,0,3,7,114.3663,0.0168,0,0,1,0.03381630033,0,0.2958800495,0.04657877423,0.02497151494,10,0.0260271607,0.01402481459,0.02637676708,0.08067014068,0,0,0.02741952334,0.0415934138,0.01076332666,0.02168078907,0.005933909211,0.04057762399,1.02706942,0,0.2255604342,0.02115642559,0,0.04861518182,0,0.1327730194,0,0,0,3.1118536,0.4942528736,0,0,1,0.346,0,-5.373212348,-0.4703772064,-0.669922791
170,Protriptyline,263.1673997,4.496811469,1,1,12.03,0,3,4,87.3034,0.000231,0,0,0,0.08421190083,0.103767857,0.06761287898,2.973424554,0.2683250904,0.03345403075,0.2866982222,0.06243941188,0.04295716807,10,0.1844688207,0.1109483354,0.1293525174,0.0563173648,0.1895107552,0.1189989969,0.1517836973,0.03701260313,0.1190577224,0.116031751,0.07925125584,0.1079616472,0.02238755766,0.1497315913,0.03782489151,0.3553661108,0.1082254723,0.1039287448,1.802167773,0.1042184383,0.4319526627,777.3190049,8,2,0.209,0,-5.241713,-0.3600464694,0.5302207566
171,Trimethadione,143.0582432,0.5041463303,0,2,46.61,0,1,0,33.2002,212,0,1,1,0.007019225508,0.3593078405,2.011617184,0.5438597202,0.1220605373,0.01526868902,0.04338353127,0.07050681114,0.07819428295,0.1516996324,0.09069028497,0.01236588135,0.1900932491,0.1075010672,1.295796096,0.02792147733,2.796150446,0.06862770766,0.1033111401,0.08296670392,0.7009165287,0.04835531302,0.004301543813,2.29239893,3.26220417,0.5370109677,0.03256402165,4.444122791,0.1046495885,0.101794824,0.3649373882,703.1521437,6,1,0.519,0,-5.151268403,0.8121583991,-0.2367186231
172,Minoxidil,209.1276601,1.30079288,2,5,93.63,0,2,1,60.7351,19.9,0,0,1,6.102405071,10,0.8208532333,0.489034012,2.722895622,0.3078416884,1.505134642,2.685022354,1.625647783,6.728899479,10,10,1.945427537,3.136099219,1.958506286,0.6378267407,6.834624767,10,1.078719854,10,4.9277246,5.680968046,0.6487878859,7.065508842,0.7822744846,2.162109017,10,3.340286016,10,1.79864502,0.5070422535,1143.35557,14,2,0.464,0,0.1359408007,-1.929052816,3.200062804
173,Megestrol acetate,370.2144094,3.480383031,0,3,60.44,0,4,3,104.3734,0.00338,0,0,1,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,10,2.976455688,9.055003643,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,9.337072849,6.273174286,10,6.734411716,10,5.538618088,5.745376587,0.5911111111,256392.7478,268,2,0.282,0,3.452918652,1.491905658,0.4691910412
174,Methylergometrine,339.1946771,1.593218381,3,3,68.36,0,4,4,99.5759,0.204,0,0,1,0,0.01749764103,1.911266565,0.05155082047,0.1430480927,0.009976212867,0.1558997855,0.1397922635,0.004160064738,0.2937549353,0.05825148523,0.05059032515,0.1153113842,0.09107268974,0.1476358697,0.0135678798,0.2363283113,0.07841016352,0.1663865969,0.09619578347,0.5398270488,0.0605549179,0.1014972627,0.2299775705,0.03580099344,0.1155536287,0.5293584466,0.2125135064,0.1783213913,0.08222597837,0.3191489362,47272.59785,26,1,0.205,0,-5.791507901,-0.06904701042,-0.1708007409
175,Buclizine,432.2332268,7.419576414,0,2,6.48,0,4,6,133.0169,0.000246,1,1,0,0.01571560651,3.65049243,8.412851334,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,10,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,4.811089993,0.3921568627,1128.504699,12,2,0.539,0,-3.186337874,0.3139767663,-0.2691225325
176,Chlorzoxazone,168.9930561,1.935671295,1,2,38.33,0,2,0,41.069,2.96,0,1,0,0.1103177518,0.5816738307,4.801810265,1.123278022,0.911383152,3.611627102,0.8648604453,10,0.1120041162,0.8688645363,10,0.303074196,0.3166131079,2.022708058,10,0.5067045093,3.160565853,0.9588966966,0.59982723,6.711160421,4.962835789,2.195406437,0.7623975873,8.932745457,1.32731843,1.904138029,10,7.854288101,1.391815901,1.899740577,0.3333333333,1022.20174,8,1,0.441,0,-1.500122166,1.333794369,0.1651545248
177,Aminoglutethimide,232.1211778,1.299544368,2,3,72.19,0,2,2,65.3543,0.371,0,0,1,0.07008241117,0.9077056646,0.7220810652,10,0.8168683648,0.5068457723,1.575874746,0.1454091221,0.2807580829,0.3443000019,0.9112718701,0.2341978475,0.5295847058,0.8122089505,1.091776729,0.09616069496,0.489833191,0.3638672531,10,0.2632602304,0.6245405972,2.829384089,0.6004581153,1.001282692,10,1.049477696,0.2719602585,0.6195762753,0.3123050332,0.2752358019,0.5505617978,57730.73457,74,2,0.401,0,-3.874764222,0.0672569354,-1.154632798
178,Mefloquine,378.1166824,4.11059485,2,3,45.15,0,3,4,82.5774,0.038,0,0,1,10,6.960212708,10,3.599814653,10,7.168183327,8.554439068,7.908483028,10,10,2.488166809,10,10,10,7.009088755,1.731185555,6.326818705,1.975464225,2.623407125,1.868450403,7.093438625,10,10,7.875915051,3.475859165,10,2.102196217,5.315876007,1.532574415,2.846645117,0.4193548387,17718.8207,22,2,0.314,0,2.720497575,0.4602283086,-1.226601783
179,Clozapine,326.1298243,3.400241024,1,4,30.87,0,4,0,97.3565,0.186,0,0,0,0.1238299087,3.65049243,10,5.980387688,10,2.284672499,8.159985542,10,6.764817238,3.401805401,1.746618748,10,6.017980099,10,10,10,10,1.237327576,1.4302212,5.044525862,10,10,7.432229042,10,10,10,5.551623821,10,4.168484211,6.041281223,0.5576923077,47272.59785,40,26,0.466,0,3.346393337,2.606455267,-2.01081581
180,Sucralfate,1447.58862,-5.6049,16,35,772.17,0,2,36,175.0943,0.714,1,1,1,0.1348107904,1.073531508,0.6940693855,2.327095866,2.776834726,10,2.26949656,2.466884136,1.612242937,6.361294746,1.37439537,10,0.7893494964,0.418759644,2.968133092,10,1.392781794,8.166579247,6.050486803,0.8600654006,1.085934639,0.3740887195,10,2.138802886,2.324756861,2.730815649,2.112891674,2.32498312,0.730869174,1.591425776,0.4512195122,78805.99348,170,5,0.961,0,-1.742223518,-0.6511878724,-1.349085323
181,Doxylamine,270.1732133,2.961942224,0,3,25.36,0,2,6,82.2373,0.541,0,0,0,0.01571560651,3.65049243,8.412851334,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,10,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,4.811089993,0.3921568627,1128.504699,12,2,0.193,0,-3.186337874,0.3139767663,-0.2691225325
182,Norepinephrine,169.0738932,-0.6835133952,4,4,86.71,0,1,2,44.4557,12.5,0,1,1,2.362123251,5.376092196,2.66193819,5.416719437,10,2.873353481,8.159985542,10,9.283231735,10,4.539180279,10,6.017980099,3.137806416,10,10,10,2.476612806,2.263431668,5.044525862,10,10,10,10,10,10,5.551623821,10,4.168484211,5.831739426,0.7272727273,89139.86205,74,10,0.59,0,3.693345728,2.560630109,-0.1901291597
183,Mirtazapine,265.1578976,3.207982755,0,3,19.37,0,4,0,82.6553,1.1,0,0,0,0.06237339228,3.65049243,1.592312932,5.416719437,10,0.2556054592,8.159985542,3.860967875,0.5159742236,2.239341736,1.236774921,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.9135785103,0.9974525571,5.044525862,4.628032923,9.758530617,0.3260554075,2.941900253,10,10,5.551623821,10,4.168484211,5.422550201,0.5576923077,13349.05266,30,6,0.27,0,0.4324020423,2.566432309,0.7440254711
184,Timolol,316.1569113,1.335705946,2,7,79.74,0,2,7,83.92,0.269,0,0,1,2.362123251,5.376092196,2.66193819,0.4978917092,10,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.4819729179,1.276782393,0.2502148598,1.989638507,0.3859574497,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.2956051528,10,2.251211882,3.500741482,2.735410929,5.831739426,0.4576271186,89139.86205,74,2,0.212,0,-1.084535634,0.5802689793,1.612342048
185,Trihexyphenidyl,301.2405646,4.232685494,1,2,23.47,0,3,5,93.2052,0.00314,0,0,0,0.06177549064,0.5615472198,8.412851334,5.980387688,0.09359034896,0.02041804418,0.1625107229,0.08125651628,6.764817238,1.19683969,0.4761703908,0.1321847029,0.1621374115,1.146733701,0.1095090806,0.4938296974,0.08181638643,0.5134895444,0.06438895129,3.630660295,10,4.869907141,0.1307549551,0.1671427544,0.2251442671,0.6901051402,4.940295696,0.1712078899,2.165588617,4.811089993,0.3666666667,23664.94249,22,5,0.167,0,-3.482170856,-1.301696614,-1.041963137
186,Mexiletine,179.1310142,2.462008545,1,2,35.25,0,1,3,54.9722,0.538,0,0,0,3.054323673,10,1.134261966,1.614201903,10,0.7141726613,10,8.115207672,10,10,6.420648575,2.270360708,10,1.426680028,5.329864264,2.421361685,10,6.642326355,8.678589344,5.372054815,7.14008379,6.395339251,6.557062387,9.736486435,4.519771576,10,10,9.775000572,8.142712593,8.469622612,0.4520547945,8902.616593,68,2,0.229,0,3.32802219,1.445903969,2.291893323
187,Amlodipine,408.1451996,1.635595452,2,5,99.88,0,2,10,108.6381,0.0074,0,0,1,7.818352222,3.787968755,10,7.317743301,5.077531815,10,4.748858213,9.151669502,9.255744934,7.151607037,8.714754105,1.358874619,5.968213558,10,10,2.019290447,3.899184585,1.90829587,6.290830374,10,5.331341743,3.219331026,1.162402272,6.591258764,6.826233387,3.704107046,7.404961586,4.474459171,3.772177458,5.810112476,0.5473684211,40315.9423,104,9,0.543,0,2.139630753,-0.7383993107,-1.312734946
188,Oxyphencyclimine,344.2099928,2.624536101,1,4,62.13,0,3,6,97.131,0.0567,0,0,1,0.009068614803,0.5615472198,8.412851334,0.3931982368,0.01602034271,0,0.02462420054,0.0308653824,6.764817238,1.19683969,0.4761703908,0.1321847029,0.1621374115,0.0622704979,0.09553636611,0.4938296974,0.08181638643,0.5134895444,0.03315468319,3.630660295,10,0.100604672,0.1307549551,0.1671427544,0.2251442671,0.6901051402,4.940295696,0.1712078899,0.2867698073,4.811089993,0.238410596,23664.94249,22,3,0.181,0,-4.091756452,-0.9097418613,-0.858326497
189,Triamterene,253.1075934,1.114571472,3,7,129.62,0,3,1,75.1259,0.963,0,0,1,0.6920831203,10,6.27559948,10,9.246276855,0.6718844771,5.644424438,1.10212028,1.608974457,10,3.155940294,10,10,10,5.352219582,10,10,10,5.468339205,10,10,4.383173227,2.52124536,7.111535549,8.279182434,10,10,4.867301941,10,10,0.4454545455,18842.20677,32,2,0.435,0,3.803354247,-0.7169562101,0.4832941285
190,Valrubicin,723.2138749,4.486147122,5,12,215.22,0,5,12,168.0281,0.0325,1,1,1,0.8326672912,2.898108959,0.05194545165,10,0.3384616375,0.04526859522,0.23290243,0.2057907283,0.1572988182,1.15861547,0.8254591823,0.2812025547,0.299000293,0.06761952862,0.170647189,0.1045241877,3.186079144,0.8871168494,0.894613415,4.512827396,0.3411369771,2.296064854,0.1549502239,0.1698038056,0.1220394894,0.3894096464,0.3463709056,0.1232747659,4.323980331,1.425280571,0.3869863014,13574.60916,80,1,0.895,0,-4.375398869,-1.063027019,0.2677941448
191,Procyclidine,287.2249146,3.788116829,1,2,23.47,0,3,5,88.6042,0.00984,0,0,0,0.06177549064,0.5615472198,8.412851334,5.980387688,0.09359034896,0.01834190078,0.07676506042,0.08125651628,6.764817238,1.19683969,0.4761703908,0.1321847029,0.1621374115,1.146733701,0.1095090806,0.4938296974,0.08181638643,0.5134895444,0.06438895129,3.630660295,10,4.869907141,0.1307549551,0.1671427544,0.2251442671,0.6901051402,4.940295696,0.1712078899,2.165588617,4.811089993,0.2710280374,23664.94249,22,4,0.107,0,-3.486479007,-1.305710103,-1.042622203
192,Phenylephrine,167.0946287,-0.07016072311,3,3,52.49,0,1,3,47.2494,22,0,0,1,0,0.9784058928,1.075728416,0.7616291046,1.916011453,0.1736079156,2.548811913,7.03880024,1.22844255,3.401805401,0.3430373669,1.026302427,1.499414742,0.3122529984,1.993112683,0.1682521701,2.201523066,0.4840365946,1.186374843,0.47661376,2.583077073,7.962255955,7.432229042,3.192496419,1.602347612,1.393755913,1.280347109,5.440880299,0.9743039012,0.3683656752,0.5465116279,11762.58263,22,2,0.435,0,-3.297752871,1.194199023,-0.0007582151265
193,Carbimazole,186.0462983,1.348511199,0,1,32.78,0,1,2,49.1703,3.14,0,0,0,0.0801538676,0.1779909432,0.08943837881,0.7079338133,3.517184734,0.9680024385,2.235240817,0.4739602804,1.267689586,0.148377493,1.248905778,0.01257801242,10,0.2195740566,0.05506531708,0.1902515292,0.1296858788,0.5710034966,0.02601359971,0.9571352601,0.1352827176,9.698541164,0.01449077576,0.2633919567,0.04289827123,2.287014723,0.3886820674,0.01951849647,1.255654216,1.111593723,0.4253968254,0,4,2,0.435,0,-4.24456957,0.09806558,0.4011935156
194,Digoxin,780.4296068,2.366680672,6,13,203.06,0,8,7,193.2328,0.127,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.3521126761,55774.75576,602,1,0.83,1,7.460322745,-0.7059190306,-0.5662501631
195,Sulpiride,341.1409269,0.2187704497,2,5,101.73,0,2,6,88.6331,0.537,0,0,1,0.00785051845,0.06757393107,0.828758955,0.7745693028,0.09295985103,0.1206481457,1.243043959,0.05630701408,0.01744899713,0.03626394644,0.1077753305,0.04595601372,0.02329044696,10,0.3046805263,0.04300544411,0.2581252381,0.03861976415,0.05678276159,0.1011151411,0.390641883,0.01315964153,0.005366500234,0.2499224022,0.07627490908,0.6882403791,0.08549594134,0.1916752309,0.1110942364,6.041281223,0.3942307692,39011.46581,40,2,0.19,0,-5.063922806,-0.3044089438,-0.8726343585
196,Ethopropazine,312.1660195,5.001186761,0,2,6.48,0,3,5,98.0021,0.00524,1,0,0,0.07996249199,0.5615472198,8.412851334,0.3290568739,0.09688968211,0.03720039129,0.09942142665,0.09750704467,6.764817238,1.19683969,0.4761703908,0.06802387908,0.1181632057,0.06130965054,0.0907859914,0.06755753607,0.1533009037,0.3233567178,0.07491265237,3.630660295,10,0.2946594507,0.1307549551,0.1671427544,0.1145928353,0.6901051402,4.940295696,0.1766323894,0.2214452326,4.811089993,0.4056603774,10900.37916,22,3,0.537,0,-4.106911859,-0.8874473116,-0.8286164866
197,Nimodipine,418.1740012,2.541901753,1,6,119.68,0,2,10,112.3756,0.012,0,0,1,3.054323673,10,10,7.317743301,10,10,10,9.151669502,9.255744934,10,8.714754105,3.436682224,10,10,10,2.421361685,10,6.642326355,8.678589344,9.502849579,8.401416779,6.395339251,6.557062387,9.736486435,10,10,10,10,8.142712593,8.469622612,0.5435393258,40315.9423,104,10,0.731,0,5.522661522,0.677416991,-0.2747434353
198,Progesterone,314.2245802,4.148604401,0,2,34.14,0,4,1,92.7053,0.00546,0,0,0,0.191786319,0.6909257472,3.778188467,8.106690884,2.979484797,1.712464213,3.256078482,4.112647057,2.339557648,3.005712032,1.508669376,4.963463783,7.880338192,4.620756865,10,1.896831512,10,3.021050453,10,7.902982712,2.13158083,1.555290759,1.937414885,10,6.273174286,3.944009781,4.57027483,10,4.008768559,3.210373163,0.5911111111,1307522.364,656,4,0.259,1,0.3147883834,1.496709701,-0.8989188949
199,Zoledronate,271.9963237,-3.851108564,5,8,153.11,0,1,4,52.1577,3.27,0,1,1,10,10,10,10,10,8.135070801,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5,345.3501674,4,2,0.56,0,7.383074124,-0.6464350877,-0.4606489153
200,Griseofulvin,352.071366,2.172137458,0,6,71.06,0,3,3,87.8459,0.0504,0,0,1,0,0.07140295953,0,0.2857415527,0.00933785364,0,0.04338711128,0.006202298217,0,0.008877595887,0,0,0.01207950199,0,0.02940474171,0,0.05151553638,0.016818095,0,0.9487256706,0.01131208707,0,0,0.04273675568,0.03072942607,0.01225351868,0.03155153245,0.05139043555,0.6574837565,0.01799131185,0.5683453237,0,0,2,0.435,0,-5.93440276,-0.1089929901,0.05608683836
201,Nisoldipine,388.1634365,3.059797458,1,5,110.45,0,2,8,105.9089,0.00577,0,0,1,0.07108283043,2.796133518,6.071656227,2.861539841,5.077531815,10,3.089492679,9.151669502,9.255744934,4.837750912,8.714754105,1.358874619,5.968213558,10,10,2.019290447,2.311133146,1.90829587,6.290830374,4.719324827,5.331341743,2.221275806,1.162402272,6.591258764,6.826233387,2.695109367,7.404961586,3.262625933,3.772177458,2.046931744,0.5435393258,40315.9423,104,5,0.585,0,0.6063798634,0.5565367805,-1.402145786
202,Eszopiclone,388.1050661,0.806543033,0,6,91.76,0,4,3,95.8855,0.885,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5299145299,22304,28,17,0.221,0,7.460322745,-0.7059190306,-0.5662501631
203,Ceruletide,1351.448538,-5.227808809,17,20,551.4,0,5,38,325.7435,0.0116,1,1,1,0,0,0.04632904753,0.1591185108,0,0,0,0,0,0,0.04653007537,0,0,0,0.01773556042,0,0,7.829592228,0,0.02854329534,0,0,0,0,0,0.01207141997,0,0,0,0,0.4879518072,566.8006782,6,1,0.974,0,-5.662294006,-0.5831761405,0.2669972488
204,Dexbrompheniramine,318.0731613,3.749658864,0,2,16.13,0,2,5,83.6683,0.0127,0,0,0,0.01571560651,3.65049243,0.8216915727,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,1.168346405,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.8264481425,0.3921568627,0,0,2,0.435,0,-4.043357353,0.7822611733,0.6602646833
205,Loxapine,327.1138399,3.460602432,0,3,28.07,0,4,0,95.1111,0.103,0,0,0,0.00785051845,0.07843941823,1.911266565,0.7745693028,0.1641666293,0.1206481457,1.243043959,1.698105931,0.01744899713,0.2937549353,0.1077753305,0.05059032515,0.1153113842,10,0.3046805263,0.04300544411,0.4773188531,0.07841016352,0.1663865969,0.1011151411,0.5398270488,0.0605549179,0.1014972627,0.3940313011,0.07627490908,0.6882403791,0.5293584466,0.2802575231,0.1783213913,6.041281223,0.5576923077,47272.59785,40,4,0.503,0,-4.862883363,-0.2629791451,-0.9544604128
206,Carbachol,182.0822054,-4.554689286,1,1,52.32,0,0,4,50.0222,0.948,0,1,1,0.0668535307,0.5615472198,8.412851334,0.2303701565,0.01149650384,0,0.02462420054,0.01012037788,6.764817238,1.19683969,0.4761703908,0.06802387908,0.08985241503,0.1894043162,0.04789416119,0.06755753607,0.08181638643,0.3233567178,0.1504187956,3.630660295,10,0.04103104025,0.1307549551,0.1671427544,0.02054320462,0.6901051402,4.940295696,0.1712078899,0.2214452326,4.811089993,0.2021276596,10900.37916,22,3,0.55,0,-4.139481967,-0.9086011233,-0.8403367152
207,Secobarbital,238.1317425,2.033831925,2,3,75.27,0,1,5,62.648,1.21,0,0,1,0.08133739233,0.1749100834,10,2.011312246,0.2641097605,0.3727511764,2.609943628,0.3356835544,0.7319631577,0.3793887496,0.8523447514,1.291790813,1.455012619,10,3.421093941,0.6972179413,0.4533257335,1.330839872,0.179359749,0.3563778251,0.8171021938,0.8092255294,10,9.400044918,0.814338088,0.3247045577,0.7565066218,0.6335076094,1.239488721,0.2746070921,0.5299145299,24492.45266,46,10,0.431,0,-3.4345398,-0.005927349244,-2.390032196
208,Miglustat,219.1470582,-1.178796231,4,5,84.16,0,1,4,55.7427,331,0,1,1,10,10,5.880623341,5.179492474,10,2.713675976,8.839168549,5.881878376,3.993829489,10,10,10,6.030974388,8.071335554,7.09439373,5.757187843,10,10,10,8.896417618,8.916312695,10,4.959689617,10,6.636539459,10,10,10,10,10,0.32,4509.910506,30,2,0.435,0,5.263914084,-0.5595865431,1.666011359
209,Promazine,284.1347193,3.930955566,0,2,6.48,0,3,4,88.9515,0.0207,0,0,0,0.1238299087,3.65049243,8.412851334,5.980387688,2.634119272,0.2605864108,4.439896584,7.03880024,6.764817238,3.401805401,1.18233645,1.026302427,1.499414742,10,1.993112683,0.5742605925,2.750898838,0.5134895444,1.186374843,3.630660295,10,7.962255955,7.432229042,3.192496419,2.308261633,2.094831586,4.940295696,5.440880299,2.165588617,6.041281223,0.5576923077,47272.59785,40,14,0.461,1,-0.7927465875,0.05462063659,-1.553151145
210,Spironolactone,416.2021302,3.636754577,0,3,60.44,0,5,2,113.5043,0.00198,0,0,1,0.1321147382,2.770787954,3.778188467,3.532535791,4.764630795,1.943944931,3.256078482,3.797863245,2.428492069,3.005712032,1.508669376,2.930467248,7.880338192,4.620756865,9.231753349,1.896831512,9.384143353,3.021050453,2.113021135,7.902982712,9.980841637,1.555290759,8.380415916,7.810228109,6.114907742,5.3550632,4.57027483,10,4.008768559,3.210373163,0.5977011494,938299.3253,488,2,0.349,0,0.3122027689,1.852154935,-0.4746623375
211,Methocarbamol,241.0950226,0.4450462073,2,4,91.01,0,1,7,59.0674,4.21,0,0,1,7.818352222,0.02793940809,0.04383658618,0.05343623459,0.03115108237,0.02973791398,0.02745155245,0.02223983034,0.03154386207,0.194696635,0.03093162179,0.2047132924,0.06032103859,0.07623589039,0.04208447225,0.02164165862,0.05306658894,0.04014411196,0.05892135017,10,0.0450792294,1.644121528,0.1563512385,0.03219502419,0.03128803894,0.05784896016,0.06084074825,0.04232908785,0.1450230032,0.05433640629,0.5473684211,0,4,1,0.268,0,-5.111945296,-1.347175256,0.7355240212
212,Hyoscyamine,289.1677936,1.571241017,1,3,49.77,0,3,5,80.8164,2.52,0,0,1,0.06177549064,0.5615472198,8.412851334,5.980387688,0.09359034896,0.01834190078,0.07676506042,0.08125651628,6.764817238,1.19683969,0.4761703908,0.1321847029,0.1621374115,1.146733701,0.1095090806,0.4938296974,0.08181638643,0.5134895444,0.06438895129,3.630660295,10,4.869907141,0.1307549551,0.1671427544,0.2251442671,0.6901051402,4.940295696,0.1712078899,2.165588617,4.811089993,0.2710280374,23664.94249,22,4,0.155,0,-3.486479007,-1.305710103,-1.042622203
213,Zolpidem,307.1684623,3.017626821,0,2,37.61,0,3,3,93.5837,0.0313,0,0,0,0.005306895357,0.01130798226,10,0.5693118274,0.1670604348,0.009540967643,0.678922087,0.046660956,0.00990200974,0.01480740402,0.04151081294,0.5168741196,0.02468424197,0.06850286946,0.01652043778,0.0076005226,0.1782980785,0.05980981886,0.003578564036,0.3019673228,0.02275726572,0.08459055051,0.002943605301,0.01136888796,0.03684439138,0.1834685802,0.09546914697,0.1338769943,0.2662888467,0.1021462157,0.390625,8267.844533,28,3,0.417,0,-5.517457846,-0.5478870841,-1.115091213
214,Triprolidine,278.1782987,4.045153589,0,2,16.13,0,3,4,98.5253,0.0537,0,0,0,0.01571560651,3.65049243,0.8216915727,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,1.168346405,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.8264481425,0.3921568627,0,0,1,0.287,0,-4.043357353,0.7822611733,0.6602646833
215,Streptozocin,265.0909998,-2.720285555,5,7,151.92,0,1,3,55.9552,33.5,0,1,1,0,0,0,0.1064619757,0,0,0,0,0,0,0,5.486613989,0,0.01680059778,0,0.5189436674,0,0,0,0,0,0,10,0,0.006066880189,0,0.0114653036,0.008387166075,4.762986183,0,0.4545454545,647.3952545,10,1,0.699,0,-5.191828295,-0.421672871,-0.4621105688
216,Carboprost Tromethamine,489.3301675,2.891631086,3,5,100.82,0,1,15,115.946,0.0622,0,1,1,0,0.1258350313,0.1573292613,0.2740900218,0.1847723573,0.01590749621,0.4245402962,0.1428632885,0.02507100813,0.8512390852,0.4473614991,7.376615047,0.2479418442,1.269093335,0.2331086695,0.1245003715,0.3546445072,1.496868014,1.021705687,0.2357857972,0.5334728062,5.577889204,0.1219599284,0.7279954851,0.03266361356,0.1649917364,0.4160701931,0.3410348296,1.113271832,0.1905996501,0.3866666667,33454,8,1,0.764,0,-4.953581168,-0.3772612827,-0.02980699225
217,Trifluridine,296.0620061,-0.754626497,3,5,99.1,0,2,3,56.3445,6.69,0,1,1,4.467746258,10,3.355834007,10,2.423253298,0.4956072569,2.554561973,2.701006889,1.443772435,4.940268517,4.988646984,6.843852758,4.103782654,3.765854359,2.751442552,3.056950331,6.516115427,3.616623163,4.0807724,10,5.004799843,10,2.107688427,2.244574368,3.067645073,4.033158541,3.341159821,3.672201633,9.63755703,7.718729019,0.5365853659,0,2,2,0.435,0,0.4523100598,-1.85472788,1.085998566
218,Prochlorperazine,373.1379462,4.382119821,0,3,9.72,0,4,4,109.8064,0.011,0,0,0,0.00785051845,0.06757393107,0.828758955,0.7745693028,0.09295985103,0.1206481457,1.243043959,0.05630701408,0.01744899713,0.03626394644,0.1077753305,0.04595601372,0.02329044696,10,0.3046805263,0.04300544411,0.2581252381,0.03861976415,0.05678276159,0.1011151411,0.390641883,0.01315964153,0.005366500234,0.2499224022,0.07627490908,0.6882403791,0.08549594134,0.1916752309,0.1110942364,6.041281223,0.3942307692,39011.46581,40,1,0.485,0,-5.063922806,-0.3044089438,-0.8726343585
