,X,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,XLogP.1,Ro5,Ghose,Veber,Blood,Skin,Brain,Testis,AdiposeTissue,Muscle,Nerve,BloodVessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,Vagina,Stomach,AdrenalGland,Colon,Prostate,Spleen,Liver,FallopianTube,Ovary,Breast,Bladder,CervixUteri,SmallIntestine,SalivaryGland,lossFreq,maxBtwn,maxDegree,nTargets,wQED,response,PC1,PC2,PC3
66,Levosimendan,280.107259,2.161618159,2,6,113.43,0,2,3,77.6308,0.0881,0,0,1,1.651558399,5.197636843,4.107779026,6.495002508,10,10,10,10,10,10,9.689683914,5.455568314,10,6.304924965,10,10,9.759487152,7.153232574,10,10,10,5.843280554,10,10,10,10,10,10,5.373156071,10,0.6,460.9568429,12,4,0.35,0,5.632830102,1.282974195,-0.5027955732
67,Sitaxentan,454.0060053,3.091685922,1,6,107.73,0,4,5,105.8045,0.0181,0,0,1,0.2673136294,3.871869445,10,2.673476696,10,2.645693541,8.079380035,10,8.219938278,10,3.077477694,8.202320576,10,2.01355958,10,2.656100035,10,3.248455048,10,3.712582231,10,5.5992136,5.010503531,10,10,10,9.794879913,10,7.174242973,4.650928497,0.4516129032,35386.69776,44,2,0.407,0,3.517697116,2.43262171,-0.2972544379
68,Metformin,129.1014454,-0.918429265,4,5,88.99,0,0,0,56.6427,1.38,0,1,1,8.500868797,7.814347029,6.906790733,10,10,5.767383099,10,9.62049675,4.45791769,10,10,10,10,10,10,9.361034393,10,10,10,10,10,10,6.579264879,10,10,10,10,10,10,10,0.4782608696,45478.77381,54,1,0.772,0,6.609774659,-0.1755227687,0.23449185
69,Sirolimus,913.5551416,7.450839823,3,12,195.43,0,4,6,250.6632,0.00173,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5555555556,145928.6012,166,3,0.813,1,7.460322745,-0.7059190306,-0.5662501631
70,Sitaxentan,454.0060053,3.091685922,1,6,107.73,0,4,5,105.8045,0.0181,0,0,1,0.2673136294,3.871869445,10,2.673476696,10,2.645693541,8.079380035,10,8.219938278,10,3.077477694,8.202320576,10,2.01355958,10,2.656100035,10,3.248455048,10,3.712582231,10,5.5992136,5.010503531,10,10,10,9.794879913,10,7.174242973,4.650928497,0.4516129032,35386.69776,44,2,0.407,0,3.517697116,2.43262171,-0.2972544379
71,Anastrozole,293.1640456,3.028454822,0,4,78.29,0,2,4,97.4729,0.0661,0,0,1,0.07008241117,0.9077056646,0.01659062319,1.148689449,0.7965285182,0.02471712418,1.409634054,0.1454091221,0.07258757204,0.1297906041,0.05226681009,0.01573332818,0.5295847058,0.006669623777,0.01443378348,0.05157942697,0.1147392504,0.02819982916,0.2184584811,0.04092965834,0.07987285778,0.1607192606,0.005248977104,0.09348380193,0.1853844523,0.1288678981,0.1631991416,0.1267112195,0.03611276299,0.08773300052,0.5505617978,0,66,1,0.134,0,-5.723156696,0.03266982279,0.01990058287
72,Doxorubicin,543.1740608,0.9164216415,6,12,206.07,0,5,5,134.5937,1.18,1,1,1,0.8326672912,2.898108959,0.05194545165,10,0.3384616375,0.04526859522,0.23290243,0.2057907283,0.1572988182,1.15861547,0.8254591823,0.2812025547,0.299000293,0.06761952862,0.170647189,0.1045241877,3.186079144,0.8871168494,0.894613415,4.512827396,0.3411369771,2.296064854,0.1549502239,0.1698038056,0.1220394894,0.3894096464,0.3463709056,0.1232747659,4.323980331,1.425280571,0.3869863014,13574.60916,80,1,0.802,1,-4.375398869,-1.063027019,0.2677941448
73,Lidocaine,234.1732133,2.84291336,1,2,32.34,0,1,5,73.9296,0.593,0,0,0,0.07970029116,10,2.716496706,4.109348297,10,3.47633481,10,9.379024506,10,9.388906479,10,4.155248642,9.566462517,1.588385522,6.622584581,4.713113308,10,5.877127171,8.129958153,7.030360699,10,2.629983068,10,9.824875832,6.700280666,10,9.439036369,10,5.461579323,10,0.5443548387,1872057.686,756,4,0.158,0,4.057505311,1.674007275,1.017929595
74,Lovastatin,404.2562743,3.902186914,1,3,72.83,0,3,7,113.1824,0.0243,0,0,1,10,10,10,10,5.346451759,3.55578804,7.328582525,5.659500599,3.431638718,10,5.392035007,6.53853631,8.961287975,7.084649563,7.494526148,4.215137959,10,8.793976784,10,10,5.531991482,10,8.529820442,7.04835248,7.204548836,6.223424911,6.575455189,7.249992847,10,8.635258675,0.3673469388,814810.1666,1730,3,0.351,0,4.34229162,-1.507917132,0.260390852
75,Lumiracoxib,293.0618846,4.311087883,2,3,49.33,0,2,4,75.9142,0.00549,0,0,1,6.102405071,10,0.8208532333,0.489034012,2.722895622,0.3078416884,1.505134642,2.685022354,1.625647783,7.62326622,10,0.8999707103,1.945427537,3.136099219,1.958506286,0.6378267407,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.6487878859,7.065508842,0.7822744846,2.162109017,10,3.340286016,10,1.79864502,0.4705882353,8170.888632,30,2,0.132,0,-0.1319703414,-1.672827063,3.586529533
76,Dasatinib,487.1557215,3.820938309,3,8,106.51,0,4,7,133.0762,0.0128,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5264623955,1917483.805,804,10,0.532,1,7.460322745,-0.7059190306,-0.5662501631
77,Sitagliptin,407.1180794,1.257216276,1,4,77.04,0,3,5,87.4946,0.034,0,0,1,1.253376961,6.949012756,0.07514389604,0.6477813721,5.808351517,0.3530519009,3.302512765,0.2147503346,1.181527734,5.317162514,0.5379091501,10,0.6817183197,0.08682354912,0.9616011381,0.7543911934,1.033184141,0.6649765372,1.94280839,3.003344297,10,4.385354996,3.580456018,0.7955785096,1.510428429,4.643785715,0.4100175202,2.670410633,10,1.43121016,0.4776643991,11668.31237,32,1,0.594,0,-2.263329935,-0.4559713874,1.261559697
78,Ponatinib,532.2198441,4.965714124,1,5,65.77,0,5,7,152.6289,0.00295,1,1,1,10,10,10,10,10,9.213248253,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5392156863,1917483.805,804,14,0.678,0,7.427734115,-0.6808247289,-0.5217005007
79,Ponatinib,532.2198441,4.965714124,1,5,65.77,0,5,7,152.6289,0.00295,1,1,1,10,10,10,10,10,9.213248253,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5392156863,1917483.805,804,14,0.678,0,7.427734115,-0.6808247289,-0.5217005007
80,Remifentanil,376.199822,1.51527884,0,4,76.15,0,2,9,100.5615,0.591,0,0,1,0,0,0.8773721457,1.151926756,0.05648332834,0.004911470693,0,0.01456970628,0.02002270892,0.008182709105,0,0,0.02138568647,0.05891532265,0,0,0,0.006900759879,0,0.01245510671,0.1448497474,0.007657937007,0,0.002522360301,0.007879368961,0.009061455727,0.007494734135,0,0.005416075699,0.01454380993,0.6710526316,11098.77277,40,3,0.384,0,-5.943010215,-0.1108551979,-0.1875530861
81,Risperidone,410.2118043,2.627621084,0,4,61.94,0,5,4,114.5492,0.171,0,0,1,0.1238299087,3.65049243,2.53534317,5.416719437,10,2.284672499,8.159985542,10,2.891987085,3.401805401,1.746618748,10,6.017980099,10,10,10,10,1.237327576,1.4302212,5.044525862,10,10,7.432229042,10,10,10,5.551623821,10,4.168484211,6.041281223,0.5576923077,47272.59785,40,14,0.552,0,2.896650169,3.061629944,-0.9943822278
82,Aripiprazole,447.1480325,4.901243659,1,4,44.81,0,4,7,124.3364,0.00777,0,0,1,0.1238299087,3.65049243,8.412851334,5.980387688,10,2.284672499,8.159985542,10,6.764817238,3.401805401,1.746618748,10,6.017980099,10,10,10,10,1.237327576,1.4302212,5.044525862,10,10,7.432229042,10,10,10,5.551623821,10,4.168484211,6.041281223,0.5576923077,47272.59785,40,25,0.407,0,3.289894432,2.689743556,-1.835879592
83,Goserelin,1268.641439,-5.175573318,17,18,495.89,0,6,33,325.8388,0.0283,1,1,1,0,0.05270767771,0.116794765,0.385858655,0.2293451577,0.01050580386,1.370014369,0.05895033106,0.02365195192,0.04612874612,0.2903730571,0.04243036732,0.1747243702,2.87913692,0.06222978793,0.06800521165,0.1943246797,0.05438872427,0.0867038779,0.04829653911,0.1204420403,0.06016067415,0.04776568711,0.05495956726,0.6363441944,0.1272432171,0.1111347079,0.09144536406,0.05869008973,0.15569745,0.4333333333,38785.03828,22,2,0.987,0,-5.702854474,0.04057370152,-0.218471402
84,Desmopressin,1068.426955,-6.128255122,14,15,435.41,0,4,19,279.7799,0.11,1,1,1,0.1339010447,0.2844420075,0.05610471591,0.3104922324,5.939369202,0.6289711595,2.086592555,2.706563234,1.508093596,0.5279427767,1.149712682,2.500709772,2.872579932,3.8947891,2.735989332,0.3043456078,1.471088588,0.7399700284,9.018140793,0.6164613962,0.8966649771,0.3897202462,2.977260828,3.371583939,0.2742875516,3.439258456,1.452204704,2.021616936,1.022432804,1.188036919,0.5128205128,4692.728027,22,3,0.965,0,-3.487677388,0.6743369859,-0.3800955055
85,Felypressin,1039.436791,-5.835369635,12,13,405.32,0,4,19,264.7915,0.0453,1,1,1,0.0141873965,0.2696734816,0.04144140333,0.2452971041,5.939369202,0.3199284971,0.8586083651,2.706563234,0.2880885303,0.1678366065,0.3697370589,0.4397072047,2.872579932,0.1492141262,2.735989332,0.2193168253,1.194831252,0.3816987574,9.018140793,0.2751092464,0.5617413223,0.08633574098,2.977260828,3.371583939,0.2742875516,2.023156285,1.15167892,2.021616936,0.2914366424,0.5204025507,0.4186046512,234.3095664,6,1,0.941,0,-4.135930254,0.8221649592,-0.1803437676
86,Pravastatin,424.2461035,1.64709162,4,6,124.29,0,2,11,113.5979,0.242,0,0,1,5.512534618,10,10,10,4.329241753,1.419259548,7.328582525,3.282855034,1.984687686,10,5.340079784,6.53853631,8.961287975,6.476886272,5.055175781,4.215137959,10,8.793976784,10,10,5.531991482,7.309770584,8.529820442,5.634627104,5.070178986,4.945702553,5.583544731,5.021118164,7.787988186,8.635258675,0.3673469388,1690.254494,10,1,0.623,0,3.11036781,-1.676260163,0.09168119392
87,Ramipril,416.2311221,1.473811438,2,5,95.94,0,3,10,111.1868,0.039,0,0,1,0.07381805032,1.012889147,0.5093600154,1.40536952,2.493635178,0.2814440429,0.7699241936,0.463265717,0.6522965431,6.122609138,0.7643300891,1.166038543,2.922376871,2.143320382,1.077281952,0.570030272,0.8358460069,0.8998824358,0.9857967794,2.308305621,1.307435334,0.5112859011,0.09457102045,0.5324681699,0.4148178995,1.885455549,0.7801150084,1.234144688,10,1.890403271,0.5741176471,370.0847639,8,1,0.446,0,-3.946907275,-0.6036366499,0.910913873
88,Masoprocol,302.1518092,4.758522744,4,4,80.92,0,2,5,86.619,0.0136,0,0,1,10,1.404422641,2.373003244,2.166725278,7.726097584,0.6203095317,7.756225109,3.616984844,2.016113043,10,5.409160137,3.61831975,2.605581999,1.255225897,3.46431756,7.973678112,4.123130202,4.810925007,4.294697523,6.330526352,8.391875267,10,1.987955868,6.584887266,1.39918673,8.607328892,10,4.356744289,10,8.457582474,0.4589371981,23283.50323,10,1,0.362,0,1.341581892,-0.7207288802,2.268192672
89,Baclofen,213.0556563,-0.7824002601,2,3,63.32,0,1,4,54.8292,0.712,0,1,1,8.210513115,10,10,10,10,2.878138542,10,10,10,10,10,10,10,10,10,6.643882275,10,10,10,10,10,10,2.423229218,10,10,10,10,10,10,10,0.3552631579,16064.28347,32,2,0.314,0,6.659492665,-0.3126193451,0.3044224431
90,Pentagastrin,767.3312469,1.239990688,8,8,250.91,0,3,23,199.9748,0.00309,1,1,1,0,0.03469885141,2.622935295,0.4256790429,0.01873968542,0,0.1113419905,0,0.007882302627,0.0177068729,0.04414784908,0,0.1006699577,0.527492851,0.03089757357,2.332300425,0.01355725387,10,0.03842416964,0.03344524466,0.03835864179,0,0,0.04758612067,0.02642282657,0.01988399494,0.01587766781,0.02028083056,0,0.01566201262,0.4677419355,27208.77269,14,1,0.93,0,-5.304487605,-0.8923662178,-0.08932403594
91,Nicotine,162.1156985,1.162534693,0,2,16.13,0,2,1,49.655,93.3,0,0,0,0.541708529,0.4373265058,7.254551411,4.331326008,0.3129270077,7.753428459,0.5386866331,0.2534208298,0.4922676682,0.6031302214,0.5727461576,1.291790813,1.455012619,4.185626745,0.6588071585,0.6972179413,0.5214778185,1.330839872,0.4097154588,1.778811634,6.240046263,1.491057456,10,0.7295010686,0.814338088,0.4463650137,0.936167419,0.4064501524,1.26131618,0.7928208113,0.6842105263,26475.9794,12,11,0.391,1,-3.598580471,-1.026880246,-2.126448379
92,Cevimeline,199.1030849,0.9964063117,0,2,12.47,0,3,0,55.9221,2.41,0,0,0,0.009068614803,0.5615472198,8.412851334,0.3931982368,0.01602034271,0,0.02462420054,0.0308653824,0.02627910674,1.19683969,0.3450344801,0.1321847029,0.1621374115,0.0622704979,0.09553636611,0.4938296974,0.03343121521,0.5134895444,0.03315468319,0.3345679343,10,0.100604672,0.01493923832,0.06063487008,0.2251442671,0.6901051402,0.6153354645,0.07915510982,0.2867698073,4.811089993,0.238410596,23664.94249,14,2,0.435,0,-4.76120268,-0.6245198872,-0.8910225877
93,Esmolol,295.1783583,1.822430183,2,4,67.79,0,1,10,81.0532,0.144,0,0,1,0.06115357205,0.04826759733,2.66193819,0.4978917092,1.27212739,0.05016352236,0.08639048785,0.04833573848,9.283231735,7.986379623,0.7437405586,0.3652408868,0.4027128816,0.07988998666,0.0541074276,0.3859574497,0.09156675264,0.3850299716,0.06626987457,0.8618476391,2.3559618,0.9247543812,0.08649931476,0.07551626302,0.04298538715,0.614705503,0.578674674,0.04403278232,1.357345104,0.1569668204,0.4576271186,7444.691403,28,2,0.435,0,-4.676329076,-0.4699604108,-0.00333969952
94,Carbidopa,244.1059216,-1.188193763,5,6,115.81,0,1,4,68.7683,0.0567,0,1,1,0,0.0129739698,0.09634686261,1.222583711,0.02255424671,0.0495419465,0,0,0,0.09970113635,0.01547556091,10,0.02275479957,0.0396954827,0.01760076731,2.433745146,0.01609849371,0.3770875037,0.2568790466,10,0.08649159223,0.04454609007,7.768018246,0.0486767441,0.2451599389,0.03708410449,0.01141981594,0.006957150064,10,0.02865230292,0.6054421769,0,2,1,0.435,0,-4.177488186,-1.54649434,0.02402163371
95,Indecainide,308.1888634,3.26237588,2,2,55.12,0,3,6,94.0462,0.000896,0,0,1,0.07171401381,0.06421953067,0.1899795681,0.3497349918,0.1296831965,0.3223316073,0.8897586465,0.3652605712,10,0.08269166946,0.09794599563,0.04762834497,0.199620463,0.1980321556,0.4400798529,0.02733652666,0.7501072288,0.1136587784,0.04361074604,0.1511474922,0.4373746663,0.0682832785,0.006281314185,0.1504639462,0.6335291266,0.2481943145,0.6497502923,1.067426562,0.1705681682,0.1025101468,0.4520547945,8902.616593,28,2,0.435,0,-5.256595005,0.09573524728,-0.4142331305
96,Betaxolol,307.2147438,2.539234387,2,4,50.72,0,2,11,88.6396,0.0298,0,0,1,2.362123251,5.376092196,2.66193819,0.4978917092,10,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.4819729179,1.276782393,0.2502148598,1.989638507,0.3859574497,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.2956051528,10,2.251211882,3.500741482,2.735410929,5.831739426,0.4576271186,89139.86205,74,2,0.383,0,-1.084535634,0.5802689793,1.612342048
97,Oseltamivir,312.2049074,1.16259855,2,4,90.65,0,1,8,84.2034,0.686,0,0,1,10,10,10,9.89381361,10,8.898635864,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.5125,3910.515403,8,3,0.339,0,7.41014961,-0.6658630835,-0.4966318869
98,Caffeine,194.0803756,-0.5456455917,0,3,58.44,0,2,0,49.8312,11,0,1,1,3.555044889,2.842225194,10,10,4.007758141,10,2.440338969,3.005337715,3.067935944,4.814595222,0.7978936434,3.519646049,2.64648664,0.9141348004,0.8865012825,3.816341639,1.582633257,0.9792961478,0.682130307,1.247839034,5.528390169,7.171571016,0.8135448694,1.517018676,0.4363642037,6.740929365,1.473438382,2.138555765,3.168356657,3.634882927,0.52,39087.93027,32,2,0.435,0,-1.497363744,-1.213582803,-1.41039887
99,Succinylcholine,290.2205575,-8.394079044,0,2,52.6,2,0,11,100.9406,0.000757,0,1,1,0.541708529,0.5615472198,8.412851334,1.338690579,0.3129270077,7.753428459,0.5386866331,0.2417782992,6.764817238,1.19683969,0.4761703908,0.7959097624,1.03312254,1.183188975,0.4456375986,0.4938296974,0.3525046557,0.5614961386,0.35596551,3.630660295,10,1.491057456,0.5268985629,0.7295010686,0.6870958209,0.6901051402,4.940295696,0.3689313233,0.8192472458,4.811089993,0.6842105263,23664.94249,22,5,0.688,0,-3.337526533,-1.157433095,-1.39935835
100,Dofetilide,441.1392124,0.2379157528,2,6,104.81,0,2,9,113.2743,0.0198,0,0,1,0.510324657,3.721050262,5.897294044,10,0.6259863973,10,5.00395751,0.3064307272,10,1.492853045,4.427771568,1.117395282,2.11867547,10,10,0.7174201012,1.453016996,2.797366619,10,7.741277933,6.674655676,1.461214483,0.0604496114,5.589494944,2.130009413,3.0811795,5.346404076,1.860502481,2.836660385,0.5548907518,0.5222929936,48947.977,34,3,0.381,1,-0.3816888078,-0.9652285653,-2.14431207
101,Pyrimethamine,248.0828741,2.748303154,2,4,77.82,0,2,2,71.542,0.179,0,0,1,1.266047835,1.496743977,3.266576052,3.81170404,2.649096251,1.587457299,1.888620436,1.365638852,1.028479934,1.637641788,1.836351633,2.073575258,1.807750463,2.591917396,1.58808732,0.3752565682,1.832720935,1.207693338,1.735176623,2.886887193,1.913192034,2.694584131,2.531520724,1.608705282,1.477453232,2.097003579,2.46968627,1.486226797,3.019788265,1.580340266,0.7037037037,4335.98972,28,1,0.144,0,-3.416730527,-0.3740699939,-0.2482315324
102,Reserpine,608.2733809,3.531495943,1,8,117.78,0,6,10,161.4185,0.0113,1,1,1,1.305498481,3.052100062,3.157995462,1.757405221,3.386632442,1.550373554,3.515752673,2.809069872,1.551374435,5.412709236,3.591173649,2.293737411,1.921528518,2.256370544,3.461298704,3.911991835,10,5.469656944,2.005632758,3.836916924,4.738250971,1.425735116,3.467369676,3.265321732,6.351439953,2.6016711,3.878075361,6.274841785,4.971491814,2.866327763,0.4899328859,485.1571996,14,1,0.732,0,-1.226996486,0.6736541163,0.599868444
103,Ticlopidine,263.0535479,4.195930256,0,1,3.24,0,3,2,74.328,0.0219,0,0,0,0.2637192905,0.0732611008,5.043166161,0.07920088992,1.27858448,0.03531955183,3.01333046,0.3094745278,0.1493866444,0.8208203912,0.2779058814,0.07788329199,0.221514143,0.1344917417,0.1439031512,0.08620142192,0.2485957146,0.1738761365,0.3704713732,0.4151918143,0.2507449985,1.334503233,0.1064144298,0.3574977517,0.1150716171,0.6162759662,0.6086964011,0.3456425369,0.8805570602,0.3330740929,0.4776643991,0,2,1,0.478,1,-5.249611294,-0.1196923871,-0.3059020263
104,Trospium,392.2225688,-0.5009602721,1,2,46.53,1,5,5,124.0383,6.68E-05,0,1,1,0,0.5615472198,8.412851334,0.09631652758,0.01149650384,0,0.02462420054,0.01012037788,0.02627910674,1.19683969,0.07056805491,0.06802387908,0.08985241503,0.01624170132,0.0418682117,0.06755753607,0.01469945256,0.3233567178,0.03315468319,0.3345679343,10,0,0,0.06063487008,0.007442934904,0.6901051402,0.0265203286,0.07915510982,0.2214452326,4.811089993,0.4776643991,1128.504699,12,1,0.464,0,-4.876630549,-0.5981461574,-0.8903796606
105,Adapalene,412.2038448,6.458501424,1,3,46.53,0,6,4,122.0719,4.01E-06,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6,113800.6975,1014,6,0.557,0,7.460322745,-0.7059190306,-0.5662501631
106,Midodrine,254.1266571,-0.951946461,3,5,93.81,0,1,6,66.2238,4.45,0,1,1,0,0.9784058928,1.075728416,0.3829637319,1.916011453,0.1294924468,1.59265846,7.03880024,1.22844255,3.401805401,0.3430373669,1.026302427,1.499414742,0.3122529984,0.6554879844,0.1682521701,0.1856761649,0.4840365946,1.186374843,0.47661376,1.126801431,7.962255955,7.432229042,3.192496419,1.602347612,1.393755913,0.357190758,0.3871222436,0.9743039012,0.1959422678,0.4954954955,11762.58263,22,2,0.363,0,-3.87108223,0.5375845052,-0.04920532281
107,Remikiren,630.345106,2.368042855,5,7,161.48,0,4,16,169.5993,0.0213,1,1,1,0,0.03791331314,0.01829448715,0.6572981477,0.03333282098,0,0.08058749884,0.01761498861,0,0.1912604272,0.01928589121,10,0.02347675711,0.1377207413,3.660399914,0.02180179209,0.2054470032,0.01893431321,0.5032218397,0.1151873544,0.1717647985,0.08962975442,0.2920955122,0.6303700805,3.682036161,0.06866001338,1.342231274,0.2213498354,0.02992496639,0.1135362163,0.44,4185.45635,14,1,0.81,0,-5.039885203,0.1875249144,-0.6054704505
